"HUB Windows Server 2022 - 20250424","04/24/2025 at 08:49:46 (GMT-0400)"
"GDIT - General Dynamics Information Technology","3150 Fairview Park Drive",,"Falls Church","Virginia","United States of America","22042"
"Bashir Abdul","gdtge3ba1","Reader"
SUMMARY
Policy Title,IPs,Asset Tags,Host Instance,Policy Locking,Policy Last Evaluated,Technologies,Controls,Assets,Control Instances,Passed,Failures,Error,Approved Exceptions,Pending Exceptions,Policy Id
"CHQ-CIS Benchmark for Microsoft Windows Server 2022, v3.0.0, [Automated and Manual, Level 1 - Member Server] v.6.0","N/A","Included(any): CHQ-Hub - Site;
Excluded(any);"," ()","Unlocked","04/22/2025 at 14:28:49 (GMT-0400)","Windows 2022 Server","337","2","674","226 (33.53%)","448 (66.47%)","0","0","0","6224106"
Host Statistics (Percentage of Controls Passed per Host)
IP Address,Tracking Method,DNS Name,Netbios Name,Operating System,Last Scan Date,Percentage,Qualys Host ID,Host ID
"10.212.0.97","AGENT","1431-ntt-mgmt-2","1431-NTT-MGMT-2","Windows Server 2022 Standard 64 bit Edition Version 21H2","04/22/2025 at 09:03:28 (GMT-0400)","33.53% (113 of 337)","4f5a71d4-1908-402d-a5e8-d53732b8bc9c","483999542"
"10.212.0.98","AGENT","spg-gd-rw-mgmt","SPG-GD-RW-MGMT","Windows Server 2022 Standard 64 bit Edition Version 21H2","04/22/2025 at 08:00:35 (GMT-0400)","33.53% (113 of 337)","b233036d-92c0-4076-a1db-2fd0e55f74cb","483042163"
ASSET TAGS
"10.212.0.97","Cloud Agent","Windows Server 2022","CHQ Enterprise","CHQ-SVR-Windows","CHQ-Hub - Site"
"10.212.0.98","Cloud Agent","Windows Server 2022","CHQ Enterprise","CHQ-SVR-Windows","CHQ-Hub - Site"
RESULTS
"10.212.0.98","spg-gd-rw-mgmt","SPG-GD-RW-MGMT","AGENT","Windows Server 2022 Standard 64 bit Edition Version 21H2","04/22/2025 at 08:00:35 (GMT-0400)","04/22/2025 at 08:37:10 (GMT-0400)","9305","Windows 2022 Server","Status of the 'Notify antivirus programs when opening attachments' configuration [For Windows user]","CRITICAL","4","os","Failed",,"0","b233036d-92c0-4076-a1db-2fd0e55f74cb"
"10.212.0.98","spg-gd-rw-mgmt","SPG-GD-RW-MGMT","AGENT","Windows Server 2022 Standard 64 bit Edition Version 21H2","04/22/2025 at 08:00:35 (GMT-0400)","04/22/2025 at 08:37:10 (GMT-0400)","1172","Windows 2022 Server","Status of the 'MSS: (DisableIPSourceRouting) IP source routing protection level (protects against packet spoofing)' setting","CRITICAL","4","os","Failed",,"0","b233036d-92c0-4076-a1db-2fd0e55f74cb"
"10.212.0.98","spg-gd-rw-mgmt","SPG-GD-RW-MGMT","AGENT","Windows Server 2022 Standard 64 bit Edition Version 21H2","04/22/2025 at 08:00:35 (GMT-0400)","04/22/2025 at 08:37:10 (GMT-0400)","9525","Windows 2022 Server","Status of 'Scan packed executables' setting","MEDIUM","2","os","Passed",,"0","b233036d-92c0-4076-a1db-2fd0e55f74cb"
"10.212.0.98","spg-gd-rw-mgmt","SPG-GD-RW-MGMT","AGENT","Windows Server 2022 Standard 64 bit Edition Version 21H2","04/22/2025 at 08:00:35 (GMT-0400)","04/22/2025 at 08:37:10 (GMT-0400)","2194","Windows 2022 Server","Current list of Groups and User Accounts granted the 'Create Permanent Shared Objects' right","URGENT","5","os","Passed",,"0","b233036d-92c0-4076-a1db-2fd0e55f74cb"
"10.212.0.98","spg-gd-rw-mgmt","SPG-GD-RW-MGMT","AGENT","Windows Server 2022 Standard 64 bit Edition Version 21H2","04/22/2025 at 08:00:35 (GMT-0400)","04/22/2025 at 08:37:10 (GMT-0400)","3940","Windows 2022 Server","Status of the 'User Account Control: Virtualize file and registry write failures to per-user locations' setting","CRITICAL","4","os","Passed",,"0","b233036d-92c0-4076-a1db-2fd0e55f74cb"
"10.212.0.98","spg-gd-rw-mgmt","SPG-GD-RW-MGMT","AGENT","Windows Server 2022 Standard 64 bit Edition Version 21H2","04/22/2025 at 08:00:35 (GMT-0400)","04/22/2025 at 08:37:10 (GMT-0400)","9009","Windows 2022 Server","Status of the 'Allow Microsoft accounts to be optional' setting","CRITICAL","4","os","Failed",,"0","b233036d-92c0-4076-a1db-2fd0e55f74cb"
"10.212.0.98","spg-gd-rw-mgmt","SPG-GD-RW-MGMT","AGENT","Windows Server 2022 Standard 64 bit Edition Version 21H2","04/22/2025 at 08:00:35 (GMT-0400)","04/22/2025 at 08:37:10 (GMT-0400)","1377","Windows 2022 Server","Status of the 'Interactive Logon: Require Domain Controller authentication to unlock workstation' setting","CRITICAL","4","os","Failed",,"0","b233036d-92c0-4076-a1db-2fd0e55f74cb"
"10.212.0.98","spg-gd-rw-mgmt","SPG-GD-RW-MGMT","AGENT","Windows Server 2022 Standard 64 bit Edition Version 21H2","04/22/2025 at 08:00:35 (GMT-0400)","04/22/2025 at 08:37:10 (GMT-0400)","1380","Windows 2022 Server","Status of the 'Microsoft network client: Send Unencrypted Password to Connect to Third-Party SMB Server' setting","CRITICAL","4","os","Passed",,"0","b233036d-92c0-4076-a1db-2fd0e55f74cb"
"10.212.0.98","spg-gd-rw-mgmt","SPG-GD-RW-MGMT","AGENT","Windows Server 2022 Standard 64 bit Edition Version 21H2","04/22/2025 at 08:00:35 (GMT-0400)","04/22/2025 at 08:37:10 (GMT-0400)","1388","Windows 2022 Server","Status of the 'Network Security: LDAP client signing requirements' setting","CRITICAL","4","os","Passed",,"0","b233036d-92c0-4076-a1db-2fd0e55f74cb"
"10.212.0.98","spg-gd-rw-mgmt","SPG-GD-RW-MGMT","AGENT","Windows Server 2022 Standard 64 bit Edition Version 21H2","04/22/2025 at 08:00:35 (GMT-0400)","04/22/2025 at 08:37:10 (GMT-0400)","1370","Windows 2022 Server","Status of the 'Domain member: Digitally encrypt or sign secure channel data (always)' setting","CRITICAL","4","os","Passed",,"0","b233036d-92c0-4076-a1db-2fd0e55f74cb"
"10.212.0.98","spg-gd-rw-mgmt","SPG-GD-RW-MGMT","AGENT","Windows Server 2022 Standard 64 bit Edition Version 21H2","04/22/2025 at 08:00:35 (GMT-0400)","04/22/2025 at 08:37:10 (GMT-0400)","1149","Windows 2022 Server","Status of the 'Microsoft network client: Digitally sign communications (always)' setting","CRITICAL","4","os","Failed",,"0","b233036d-92c0-4076-a1db-2fd0e55f74cb"
"10.212.0.98","spg-gd-rw-mgmt","SPG-GD-RW-MGMT","AGENT","Windows Server 2022 Standard 64 bit Edition Version 21H2","04/22/2025 at 08:00:35 (GMT-0400)","04/22/2025 at 08:37:10 (GMT-0400)","1524","Windows 2022 Server","Status of the 'Windows Firewall: Log dropped packets (Domain)' setting","SERIOUS","3","os","Failed",,"0","b233036d-92c0-4076-a1db-2fd0e55f74cb"
"10.212.0.98","spg-gd-rw-mgmt","SPG-GD-RW-MGMT","AGENT","Windows Server 2022 Standard 64 bit Edition Version 21H2","04/22/2025 at 08:00:35 (GMT-0400)","04/22/2025 at 08:37:10 (GMT-0400)","10431","Windows 2022 Server","Status of the 'Require use of specific security layer for remote (RDP) connections' setting","MEDIUM","2","os","Failed",,"0","b233036d-92c0-4076-a1db-2fd0e55f74cb"
"10.212.0.98","spg-gd-rw-mgmt","SPG-GD-RW-MGMT","AGENT","Windows Server 2022 Standard 64 bit Edition Version 21H2","04/22/2025 at 08:00:35 (GMT-0400)","04/22/2025 at 08:37:10 (GMT-0400)","2396","Windows 2022 Server","Current list of Groups and User Accounts granted the 'Profile System Performance (SeSystemProfilePrivilege)' right","URGENT","5","os","Passed",,"0","b233036d-92c0-4076-a1db-2fd0e55f74cb"
"10.212.0.98","spg-gd-rw-mgmt","SPG-GD-RW-MGMT","AGENT","Windows Server 2022 Standard 64 bit Edition Version 21H2","04/22/2025 at 08:00:35 (GMT-0400)","04/22/2025 at 08:37:10 (GMT-0400)","1382","Windows 2022 Server","Status of the 'Microsoft Network Server: Disconnect clients when logon hours expire' setting","CRITICAL","4","os","Passed",,"0","b233036d-92c0-4076-a1db-2fd0e55f74cb"
"10.212.0.98","spg-gd-rw-mgmt","SPG-GD-RW-MGMT","AGENT","Windows Server 2022 Standard 64 bit Edition Version 21H2","04/22/2025 at 08:00:35 (GMT-0400)","04/22/2025 at 08:37:10 (GMT-0400)","25340","Windows 2022 Server","Status of the 'Manage processing of Queue-specific files' setting","CRITICAL","4","os","Failed",,"0","b233036d-92c0-4076-a1db-2fd0e55f74cb"
"10.212.0.98","spg-gd-rw-mgmt","SPG-GD-RW-MGMT","AGENT","Windows Server 2022 Standard 64 bit Edition Version 21H2","04/22/2025 at 08:00:35 (GMT-0400)","04/22/2025 at 08:37:10 (GMT-0400)","2343","Windows 2022 Server","Status of the 'Reset Account Lockout Counter After' setting","URGENT","5","os","Failed",,"0","b233036d-92c0-4076-a1db-2fd0e55f74cb"
"10.212.0.98","spg-gd-rw-mgmt","SPG-GD-RW-MGMT","AGENT","Windows Server 2022 Standard 64 bit Edition Version 21H2","04/22/2025 at 08:00:35 (GMT-0400)","04/22/2025 at 08:37:10 (GMT-0400)","2193","Windows 2022 Server","Current list of Groups and User Accounts granted the 'Create a Token Object' right","URGENT","5","os","Passed",,"0","b233036d-92c0-4076-a1db-2fd0e55f74cb"
"10.212.0.98","spg-gd-rw-mgmt","SPG-GD-RW-MGMT","AGENT","Windows Server 2022 Standard 64 bit Edition Version 21H2","04/22/2025 at 08:00:35 (GMT-0400)","04/22/2025 at 08:37:10 (GMT-0400)","1163","Windows 2022 Server","Status of the 'Prevent users from installing printer drivers' setting","CRITICAL","4","os","Passed",,"0","b233036d-92c0-4076-a1db-2fd0e55f74cb"
"10.212.0.98","spg-gd-rw-mgmt","SPG-GD-RW-MGMT","AGENT","Windows Server 2022 Standard 64 bit Edition Version 21H2","04/22/2025 at 08:00:35 (GMT-0400)","04/22/2025 at 08:37:10 (GMT-0400)","1195","Windows 2022 Server","Status of the 'MSS: (NoNameReleaseOnDemand) Allow the computer to ignore NetBIOS name release requests except from the 'WINS servers' setting","SERIOUS","3","os","Failed",,"0","b233036d-92c0-4076-a1db-2fd0e55f74cb"
"10.212.0.98","spg-gd-rw-mgmt","SPG-GD-RW-MGMT","AGENT","Windows Server 2022 Standard 64 bit Edition Version 21H2","04/22/2025 at 08:00:35 (GMT-0400)","04/22/2025 at 08:37:10 (GMT-0400)","29169","Windows 2022 Server","Status of the 'Configure Automatic Updates: Scheduled install day' on the host","SERIOUS","3","os","Passed",,"0","b233036d-92c0-4076-a1db-2fd0e55f74cb"
"10.212.0.98","spg-gd-rw-mgmt","SPG-GD-RW-MGMT","AGENT","Windows Server 2022 Standard 64 bit Edition Version 21H2","04/22/2025 at 08:00:35 (GMT-0400)","04/22/2025 at 08:37:10 (GMT-0400)","3950","Windows 2022 Server","Status of the 'Windows Firewall: Firewall state (Public)' setting","CRITICAL","4","os","Failed",,"0","b233036d-92c0-4076-a1db-2fd0e55f74cb"
"10.212.0.98","spg-gd-rw-mgmt","SPG-GD-RW-MGMT","AGENT","Windows Server 2022 Standard 64 bit Edition Version 21H2","04/22/2025 at 08:00:35 (GMT-0400)","04/22/2025 at 08:37:10 (GMT-0400)","2184","Windows 2022 Server","Current list of Groups and User Accounts granted the 'Adjust memory quotas for a process' right","URGENT","5","os","Passed",,"0","b233036d-92c0-4076-a1db-2fd0e55f74cb"
"10.212.0.98","spg-gd-rw-mgmt","SPG-GD-RW-MGMT","AGENT","Windows Server 2022 Standard 64 bit Edition Version 21H2","04/22/2025 at 08:00:35 (GMT-0400)","04/22/2025 at 08:37:10 (GMT-0400)","8273","Windows 2022 Server","Status of the 'Turn off Data Execution Prevention for Explorer' setting","CRITICAL","4","os","Failed",,"0","b233036d-92c0-4076-a1db-2fd0e55f74cb"
"10.212.0.98","spg-gd-rw-mgmt","SPG-GD-RW-MGMT","AGENT","Windows Server 2022 Standard 64 bit Edition Version 21H2","04/22/2025 at 08:00:35 (GMT-0400)","04/22/2025 at 08:37:10 (GMT-0400)","12015","Windows 2022 Server","Status of the 'Block all consumer Microsoft account user authentication' (DisableUserAuth) Group Policy setting","CRITICAL","4","os","Failed",,"0","b233036d-92c0-4076-a1db-2fd0e55f74cb"
"10.212.0.98","spg-gd-rw-mgmt","SPG-GD-RW-MGMT","AGENT","Windows Server 2022 Standard 64 bit Edition Version 21H2","04/22/2025 at 08:00:35 (GMT-0400)","04/22/2025 at 08:37:10 (GMT-0400)","2618","Windows 2022 Server","Status of the 'Enable user control over installs' setting","MEDIUM","2","os","Passed",,"0","b233036d-92c0-4076-a1db-2fd0e55f74cb"
"10.212.0.98","spg-gd-rw-mgmt","SPG-GD-RW-MGMT","AGENT","Windows Server 2022 Standard 64 bit Edition Version 21H2","04/22/2025 at 08:00:35 (GMT-0400)","04/22/2025 at 08:37:10 (GMT-0400)","10089","Windows 2022 Server","Status of the 'Always install with elevated privileges' setting for Windows User","CRITICAL","4","os","Passed",,"0","b233036d-92c0-4076-a1db-2fd0e55f74cb"
"10.212.0.98","spg-gd-rw-mgmt","SPG-GD-RW-MGMT","AGENT","Windows Server 2022 Standard 64 bit Edition Version 21H2","04/22/2025 at 08:00:35 (GMT-0400)","04/22/2025 at 08:37:10 (GMT-0400)","1376","Windows 2022 Server","Status of the 'Interactive Logon: Do not require CTRL+ALT+DEL' setting","URGENT","5","os","Passed",,"0","b233036d-92c0-4076-a1db-2fd0e55f74cb"
"10.212.0.98","spg-gd-rw-mgmt","SPG-GD-RW-MGMT","AGENT","Windows Server 2022 Standard 64 bit Edition Version 21H2","04/22/2025 at 08:00:35 (GMT-0400)","04/22/2025 at 08:37:10 (GMT-0400)","1134","Windows 2022 Server","Status of 'logon banner title' setting (Legal Notice)","SERIOUS","3","os","Failed",,"0","b233036d-92c0-4076-a1db-2fd0e55f74cb"
"10.212.0.98","spg-gd-rw-mgmt","SPG-GD-RW-MGMT","AGENT","Windows Server 2022 Standard 64 bit Edition Version 21H2","04/22/2025 at 08:00:35 (GMT-0400)","04/22/2025 at 08:37:10 (GMT-0400)","2583","Windows 2022 Server","Status of the 'User Account Control: Run all administrators in Admin Approval Mode' setting","CRITICAL","4","os","Passed",,"0","b233036d-92c0-4076-a1db-2fd0e55f74cb"
"10.212.0.98","spg-gd-rw-mgmt","SPG-GD-RW-MGMT","AGENT","Windows Server 2022 Standard 64 bit Edition Version 21H2","04/22/2025 at 08:00:35 (GMT-0400)","04/22/2025 at 08:37:10 (GMT-0400)","4140","Windows 2022 Server","Status of the 'Do not delete temp folder upon exit' setting","MEDIUM","2","os","Failed",,"0","b233036d-92c0-4076-a1db-2fd0e55f74cb"
"10.212.0.98","spg-gd-rw-mgmt","SPG-GD-RW-MGMT","AGENT","Windows Server 2022 Standard 64 bit Edition Version 21H2","04/22/2025 at 08:00:35 (GMT-0400)","04/22/2025 at 08:37:10 (GMT-0400)","4497","Windows 2022 Server","Status of the audit setting 'Process Creation' (advanced audit setting)","SERIOUS","3","os","Failed",,"0","b233036d-92c0-4076-a1db-2fd0e55f74cb"
"10.212.0.98","spg-gd-rw-mgmt","SPG-GD-RW-MGMT","AGENT","Windows Server 2022 Standard 64 bit Edition Version 21H2","04/22/2025 at 08:00:35 (GMT-0400)","04/22/2025 at 08:37:10 (GMT-0400)","16871","Windows 2022 Server","Status of the 'Real-time Protection ( Turn off real-time protection)' setting","SERIOUS","3","os","Passed",,"0","b233036d-92c0-4076-a1db-2fd0e55f74cb"
"10.212.0.98","spg-gd-rw-mgmt","SPG-GD-RW-MGMT","AGENT","Windows Server 2022 Standard 64 bit Edition Version 21H2","04/22/2025 at 08:00:35 (GMT-0400)","04/22/2025 at 08:37:10 (GMT-0400)","2586","Windows 2022 Server","Status of the 'User Account Control: Admin Approval Mode for the Built-in Administrator account' setting","CRITICAL","4","os","Failed",,"0","b233036d-92c0-4076-a1db-2fd0e55f74cb"
"10.212.0.98","spg-gd-rw-mgmt","SPG-GD-RW-MGMT","AGENT","Windows Server 2022 Standard 64 bit Edition Version 21H2","04/22/2025 at 08:00:35 (GMT-0400)","04/22/2025 at 08:37:10 (GMT-0400)","13925","Windows 2022 Server","Status of 'Block Win32 API calls from Office macro' ASR rule (92E97FA1-2EDF-4476-BDD6-9DD0B4DDDC7B)","CRITICAL","4","os","Failed",,"0","b233036d-92c0-4076-a1db-2fd0e55f74cb"
"10.212.0.98","spg-gd-rw-mgmt","SPG-GD-RW-MGMT","AGENT","Windows Server 2022 Standard 64 bit Edition Version 21H2","04/22/2025 at 08:00:35 (GMT-0400)","04/22/2025 at 08:37:10 (GMT-0400)","8160","Windows 2022 Server","Status of the 'Windows Firewall: Log File Size (Private)' setting","SERIOUS","3","os","Failed",,"0","b233036d-92c0-4076-a1db-2fd0e55f74cb"
"10.212.0.98","spg-gd-rw-mgmt","SPG-GD-RW-MGMT","AGENT","Windows Server 2022 Standard 64 bit Edition Version 21H2","04/22/2025 at 08:00:35 (GMT-0400)","04/22/2025 at 08:37:10 (GMT-0400)","1153","Windows 2022 Server","Status of the 'Network Access: Do not allow Anonymous Enumeration of SAM Accounts and Shares' setting","CRITICAL","4","os","Failed",,"0","b233036d-92c0-4076-a1db-2fd0e55f74cb"
"10.212.0.98","spg-gd-rw-mgmt","SPG-GD-RW-MGMT","AGENT","Windows Server 2022 Standard 64 bit Edition Version 21H2","04/22/2025 at 08:00:35 (GMT-0400)","04/22/2025 at 08:37:10 (GMT-0400)","11224","Windows 2022 Server","Status of the 'SMB 1.x MiniRedirector (mrxsmb10)' Windows service (LanmanWorkstation depend on service 'mrxsmb10')","CRITICAL","4","os","Passed",,"0","b233036d-92c0-4076-a1db-2fd0e55f74cb"
"10.212.0.98","spg-gd-rw-mgmt","SPG-GD-RW-MGMT","AGENT","Windows Server 2022 Standard 64 bit Edition Version 21H2","04/22/2025 at 08:00:35 (GMT-0400)","04/22/2025 at 08:37:10 (GMT-0400)","1426","Windows 2022 Server","Status of the 'System objects: Strengthen default permissions of internal system objects' setting","CRITICAL","4","os","Passed",,"0","b233036d-92c0-4076-a1db-2fd0e55f74cb"
"10.212.0.98","spg-gd-rw-mgmt","SPG-GD-RW-MGMT","AGENT","Windows Server 2022 Standard 64 bit Edition Version 21H2","04/22/2025 at 08:00:35 (GMT-0400)","04/22/2025 at 08:37:10 (GMT-0400)","3923","Windows 2022 Server","Status of the 'Registry policy processing (Option: Do not apply during periodic background processing)' setting","SERIOUS","3","os","Passed",,"0","b233036d-92c0-4076-a1db-2fd0e55f74cb"
"10.212.0.98","spg-gd-rw-mgmt","SPG-GD-RW-MGMT","AGENT","Windows Server 2022 Standard 64 bit Edition Version 21H2","04/22/2025 at 08:00:35 (GMT-0400)","04/22/2025 at 08:37:10 (GMT-0400)","4110","Windows 2022 Server","Status of the 'Require a Password When a Computer Wakes (on Battery)' setting","CRITICAL","4","os","Passed",,"0","b233036d-92c0-4076-a1db-2fd0e55f74cb"
"10.212.0.98","spg-gd-rw-mgmt","SPG-GD-RW-MGMT","AGENT","Windows Server 2022 Standard 64 bit Edition Version 21H2","04/22/2025 at 08:00:35 (GMT-0400)","04/22/2025 at 08:37:10 (GMT-0400)","10592","Windows 2022 Server","Status of the 'Hardened UNC Paths' setting for Netlogon","CRITICAL","4","os","Failed",,"0","b233036d-92c0-4076-a1db-2fd0e55f74cb"
"10.212.0.98","spg-gd-rw-mgmt","SPG-GD-RW-MGMT","AGENT","Windows Server 2022 Standard 64 bit Edition Version 21H2","04/22/2025 at 08:00:35 (GMT-0400)","04/22/2025 at 08:37:10 (GMT-0400)","8364","Windows 2022 Server","Status of the local 'Guest' account (enabled/disabled)","CRITICAL","4","os","Passed",,"0","b233036d-92c0-4076-a1db-2fd0e55f74cb"
"10.212.0.98","spg-gd-rw-mgmt","SPG-GD-RW-MGMT","AGENT","Windows Server 2022 Standard 64 bit Edition Version 21H2","04/22/2025 at 08:00:35 (GMT-0400)","04/22/2025 at 08:37:10 (GMT-0400)","13926","Windows 2022 Server","Status of 'Block execution of potentially obfuscated scripts' ASR rule (5BEB7EFE-FD9A-4556-801D-275E5FFC04CC)","CRITICAL","4","os","Failed",,"0","b233036d-92c0-4076-a1db-2fd0e55f74cb"
"10.212.0.98","spg-gd-rw-mgmt","SPG-GD-RW-MGMT","AGENT","Windows Server 2022 Standard 64 bit Edition Version 21H2","04/22/2025 at 08:00:35 (GMT-0400)","04/22/2025 at 08:37:10 (GMT-0400)","29172","Windows 2022 Server","Status of the 'Select when Quality Updates are received' on the host","CRITICAL","4","os","Passed",,"0","b233036d-92c0-4076-a1db-2fd0e55f74cb"
"10.212.0.98","spg-gd-rw-mgmt","SPG-GD-RW-MGMT","AGENT","Windows Server 2022 Standard 64 bit Edition Version 21H2","04/22/2025 at 08:00:35 (GMT-0400)","04/22/2025 at 08:37:10 (GMT-0400)","25902","Windows 2022 Server","Status of 'Enable App Installer Hash Override' setting","SERIOUS","3","os","Failed",,"0","b233036d-92c0-4076-a1db-2fd0e55f74cb"
"10.212.0.98","spg-gd-rw-mgmt","SPG-GD-RW-MGMT","AGENT","Windows Server 2022 Standard 64 bit Edition Version 21H2","04/22/2025 at 08:00:35 (GMT-0400)","04/22/2025 at 08:37:10 (GMT-0400)","4504","Windows 2022 Server","Status of the audit setting 'MPSSVC Rule-Level Policy Change' (advanced audit setting)","CRITICAL","4","os","Failed",,"0","b233036d-92c0-4076-a1db-2fd0e55f74cb"
"10.212.0.98","spg-gd-rw-mgmt","SPG-GD-RW-MGMT","AGENT","Windows Server 2022 Standard 64 bit Edition Version 21H2","04/22/2025 at 08:00:35 (GMT-0400)","04/22/2025 at 08:37:10 (GMT-0400)","13928","Windows 2022 Server","Status of 'Block executable content from email client and webmail' ASR rule (BE9BA2D9-53EA-4CDC-84E5-9B1EEEE46550)","CRITICAL","4","os","Failed",,"0","b233036d-92c0-4076-a1db-2fd0e55f74cb"
"10.212.0.98","spg-gd-rw-mgmt","SPG-GD-RW-MGMT","AGENT","Windows Server 2022 Standard 64 bit Edition Version 21H2","04/22/2025 at 08:00:35 (GMT-0400)","04/22/2025 at 08:37:10 (GMT-0400)","4471","Windows 2022 Server","Status of the audit setting 'Security System Extension' (advanced audit setting)","CRITICAL","4","os","Failed",,"0","b233036d-92c0-4076-a1db-2fd0e55f74cb"
"10.212.0.98","spg-gd-rw-mgmt","SPG-GD-RW-MGMT","AGENT","Windows Server 2022 Standard 64 bit Edition Version 21H2","04/22/2025 at 08:00:35 (GMT-0400)","04/22/2025 at 08:37:10 (GMT-0400)","3897","Windows 2022 Server","Status of 'Enumerate administrator accounts on elevation' setting","CRITICAL","4","os","Failed",,"0","b233036d-92c0-4076-a1db-2fd0e55f74cb"
"10.212.0.98","spg-gd-rw-mgmt","SPG-GD-RW-MGMT","AGENT","Windows Server 2022 Standard 64 bit Edition Version 21H2","04/22/2025 at 08:00:35 (GMT-0400)","04/22/2025 at 08:37:10 (GMT-0400)","25903","Windows 2022 Server","Status of 'Enable App Installer ms-appinstaller protocol' setting","MEDIUM","2","os","Failed",,"0","b233036d-92c0-4076-a1db-2fd0e55f74cb"
"10.212.0.98","spg-gd-rw-mgmt","SPG-GD-RW-MGMT","AGENT","Windows Server 2022 Standard 64 bit Edition Version 21H2","04/22/2025 at 08:00:35 (GMT-0400)","04/22/2025 at 08:37:10 (GMT-0400)","14883","Windows 2022 Server","Status of Office communication application from creating child processes (26190899-1602-49e8-8b27-eb1d0a1ce869)","CRITICAL","4","os","Failed",,"0","b233036d-92c0-4076-a1db-2fd0e55f74cb"
"10.212.0.98","spg-gd-rw-mgmt","SPG-GD-RW-MGMT","AGENT","Windows Server 2022 Standard 64 bit Edition Version 21H2","04/22/2025 at 08:00:35 (GMT-0400)","04/22/2025 at 08:37:10 (GMT-0400)","14884","Windows 2022 Server","Status of 'Block Adobe Reader from creating child processes' ASR rule (7674ba52-37eb-4a4f-a9a1-f0f9a1619a2c)","CRITICAL","4","os","Failed",,"0","b233036d-92c0-4076-a1db-2fd0e55f74cb"
"10.212.0.98","spg-gd-rw-mgmt","SPG-GD-RW-MGMT","AGENT","Windows Server 2022 Standard 64 bit Edition Version 21H2","04/22/2025 at 08:00:35 (GMT-0400)","04/22/2025 at 08:37:10 (GMT-0400)","4493","Windows 2022 Server","Status of the audit setting 'Other Object Access Events' (advanced audit setting)","CRITICAL","4","os","Failed",,"0","b233036d-92c0-4076-a1db-2fd0e55f74cb"
"10.212.0.98","spg-gd-rw-mgmt","SPG-GD-RW-MGMT","AGENT","Windows Server 2022 Standard 64 bit Edition Version 21H2","04/22/2025 at 08:00:35 (GMT-0400)","04/22/2025 at 08:37:10 (GMT-0400)","26147","Windows 2022 Server","Status of Configure password backup directory setting","CRITICAL","4","os","Failed",,"0","b233036d-92c0-4076-a1db-2fd0e55f74cb"
"10.212.0.98","spg-gd-rw-mgmt","SPG-GD-RW-MGMT","AGENT","Windows Server 2022 Standard 64 bit Edition Version 21H2","04/22/2025 at 08:00:35 (GMT-0400)","04/22/2025 at 08:37:10 (GMT-0400)","3944","Windows 2022 Server","Status of the 'Application: Control Event Log behavior when the log file reaches its maximum size' setting","CRITICAL","4","os","Passed",,"0","b233036d-92c0-4076-a1db-2fd0e55f74cb"
"10.212.0.98","spg-gd-rw-mgmt","SPG-GD-RW-MGMT","AGENT","Windows Server 2022 Standard 64 bit Edition Version 21H2","04/22/2025 at 08:00:35 (GMT-0400)","04/22/2025 at 08:37:10 (GMT-0400)","9537","Windows 2022 Server","Status of 'Windows Defender - Turn on e-mail scanning' setting","MEDIUM","2","os","Failed",,"0","b233036d-92c0-4076-a1db-2fd0e55f74cb"
"10.212.0.98","spg-gd-rw-mgmt","SPG-GD-RW-MGMT","AGENT","Windows Server 2022 Standard 64 bit Edition Version 21H2","04/22/2025 at 08:00:35 (GMT-0400)","04/22/2025 at 08:37:10 (GMT-0400)","2191","Windows 2022 Server","Current list of Groups and User Accounts granted the 'Change the system time' right","URGENT","5","os","Passed",,"0","b233036d-92c0-4076-a1db-2fd0e55f74cb"
"10.212.0.98","spg-gd-rw-mgmt","SPG-GD-RW-MGMT","AGENT","Windows Server 2022 Standard 64 bit Edition Version 21H2","04/22/2025 at 08:00:35 (GMT-0400)","04/22/2025 at 08:37:10 (GMT-0400)","8243","Windows 2022 Server","Configure 'Network Security:Restrict NTLM: Outgoing NTLM traffic to remote servers'","SERIOUS","3","os","Failed",,"0","b233036d-92c0-4076-a1db-2fd0e55f74cb"
"10.212.0.98","spg-gd-rw-mgmt","SPG-GD-RW-MGMT","AGENT","Windows Server 2022 Standard 64 bit Edition Version 21H2","04/22/2025 at 08:00:35 (GMT-0400)","04/22/2025 at 08:37:10 (GMT-0400)","8231","Windows 2022 Server","Configure 'Network Security:Configure encryption types allowed for Kerberos'","SERIOUS","3","os","Failed",,"0","b233036d-92c0-4076-a1db-2fd0e55f74cb"
"10.212.0.98","spg-gd-rw-mgmt","SPG-GD-RW-MGMT","AGENT","Windows Server 2022 Standard 64 bit Edition Version 21H2","04/22/2025 at 08:00:35 (GMT-0400)","04/22/2025 at 08:37:10 (GMT-0400)","19070","Windows 2022 Server","Status of the 'Point and Print Restrictions: When installing drivers for a new connection' setting","MEDIUM","2","os","Failed",,"0","b233036d-92c0-4076-a1db-2fd0e55f74cb"
"10.212.0.98","spg-gd-rw-mgmt","SPG-GD-RW-MGMT","AGENT","Windows Server 2022 Standard 64 bit Edition Version 21H2","04/22/2025 at 08:00:35 (GMT-0400)","04/22/2025 at 08:37:10 (GMT-0400)","4477","Windows 2022 Server","Status of the audit setting 'Account Lockout' (advanced audit setting)","CRITICAL","4","os","Failed",,"0","b233036d-92c0-4076-a1db-2fd0e55f74cb"
